fund_id,category,aum_cr,history_years,cagr_3y,cagr_5y,sharpe,sortino,annual_vol,max_drawdown,var_95,expense_ratio,exit_load,rolling_alpha_std,f_return,f_risk,f_cost,f_consistency
FL0118,Flexi Cap,6297.4,8.49,13.04,12.36,0.26,0.326,22.56,39.49,18.87,0.7,0.5,5.095,0.375626388486429,0.26527083499367066,0.6793478260869565,0.5743652898825313
FL0119,Flexi Cap,1169.3,6.47,18.85,16.62,0.526,0.945,19.23,34.4,16.79,1.68,0.0,5.556,0.5928689878855354,0.4171454000945859,0.48478260869565215,0.5306934444865479
FL0120,Flexi Cap,4163.5,6.72,13.35,13.57,0.444,0.774,15.91,30.38,13.74,0.85,0.0,3.426,0.47661181350943277,0.5697368786744019,0.7554347826086957,0.7324744221295945
FL0121,Flexi Cap,7715.7,10.43,18.47,18.02,0.914,1.405,12.6,22.92,10.67,1.0,0.0,4.809,0.7217611981271637,0.756076302057113,0.7065217391304348,0.6014588859416445
FL0122,Flexi Cap,997.4,7.5,15.95,14.95,0.709,0.859,11.91,17.09,10.69,1.4,0.5,10.086,0.5535197018916459,0.8290674383423103,0.45108695652173914,0.10155361879499802
FL0123,Flexi Cap,1560.6,13.13,10.75,11.78,0.358,0.534,14.77,30.97,11.46,1.63,1.0,7.082,0.39006247871199295,0.6173499113721445,0.2510869565217392,0.38613111026904134
FL0124,Flexi Cap,2428.1,5.23,13.12,10.91,0.316,0.387,13.94,24.61,12.39,0.8,0.5,5.139,0.344843549034859,0.6880567077932932,0.6467391304347825,0.5701970443349753
FL0125,Flexi Cap,993.4,10.35,13.61,15.09,0.62,0.901,13.84,20.23,12.24,1.02,1.0,4.506,0.5528072717290182,0.7351162460997785,0.44999999999999996,0.630162940507768
FL0126,Flexi Cap,2213.1,5.76,11.14,10.62,0.274,0.43,15.02,30.32,10.42,1.23,0.5,5.625,0.33637531963783696,0.6301864684658329,0.5065217391304349,0.5241568776051535
FL0127,Flexi Cap,1525.1,9.81,11.09,10.97,0.285,0.347,15.69,30.26,13.48,1.13,0.5,5.99,0.33928980666676833,0.5790954916905509,0.5391304347826087,0.4895793861311102
FL0128,Flexi Cap,1503.1,10.08,18.52,17.55,0.633,0.881,17.46,33.51,14.62,1.5,1.0,5.142,0.6247942371140834,0.4926220299501368,0.2934782608695652,0.5699128457749147
FL0129,Flexi Cap,1867.5,11.07,11.07,8.57,0.168,0.256,12.29,21.4,10.23,2.4,0.5,6.437,0.24688841779906157,0.7833839348838343,0.125,0.4472338006820765
FL0130,Flexi Cap,1899.4,8.7,17.24,16.57,0.722,1.281,13.95,24.12,12.12,1.35,1.0,3.9,0.6462931161575338,0.6958167248345046,0.34239130434782605,0.6875710496400151
FL0131,Flexi Cap,2038.4,9.6,12.69,12.59,0.393,0.673,15.52,28.39,11.1,0.94,0.5,4.017,0.43196002175824955,0.6294731437072201,0.6010869565217392,0.6764873057976506
FL0132,Flexi Cap,1175.0,5.99,13.92,14.23,0.502,0.848,15.41,22.2,11.1,0.75,0.5,6.399,0.5097414936936662,0.6927502533688588,0.6630434782608695,0.4508336491095112
FL0133,Flexi Cap,1210.1,9.09,15.69,14.95,0.393,0.596,21.51,35.26,17.04,1.09,0.5,4.117,0.49376737991022174,0.3527635811639076,0.5521739130434782,0.6670140204622963
FL0134,Flexi Cap,1648.2,8.1,12.2,9.07,0.154,0.21,16.7,36.57,13.71,0.87,0.5,7.148,0.25547479245781796,0.4910079661896811,0.6239130434782609,0.37987874194770743
FL0135,Flexi Cap,1740.8,11.33,15.7,13.35,0.614,0.956,11.16,21.53,9.64,1.36,0.5,5.367,0.5064354598463705,0.8153358584537604,0.4641304347826086,0.5485979537703676
FL0136,Flexi Cap,1310.6,8.78,7.86,9.82,0.193,0.338,17.25,29.94,14.89,1.36,1.0,2.59,0.29487654226845006,0.5293370064233603,0.3391304347826086,0.8116710875331565
FL0137,Flexi Cap,2307.7,12.57,15.32,13.51,0.397,0.631,17.64,27.83,14.4,1.04,1.0,6.108,0.4552305713573996,0.5467515046483435,0.4434782608695651,0.47840090943539226
FL0138,Flexi Cap,592.9,8.69,6.59,7.81,0.084,0.124,15.62,31.19,13.86,1.89,0.5,2.717,0.20213434194004282,0.5671160241475104,0.29130434782608705,0.7996400151572565
FL0139,Flexi Cap,1077.3,6.59,13.32,11.7,0.421,0.496,12.36,19.88,8.08,0.94,1.0,6.737,0.3902779260524536,0.822035914232899,0.47608695652173916,0.4188139446760136
FL0140,Flexi Cap,1465.9,7.01,16.56,15.84,0.439,0.658,21.27,32.55,18.83,1.16,1.0,5.754,0.5312183094653469,0.36380466978717185,0.40434782608695663,0.5119363395225465
FL0142,Flexi Cap,6799.6,9.94,10.1,8.62,0.118,0.163,17.98,35.67,13.79,1.51,0.0,7.867,0.23360876837123232,0.46914042260794164,0.5402173913043478,0.31176582038651
FL0143,Flexi Cap,1825.7,13.14,10.49,11.9,0.325,0.394,16.6,31.78,10.41,1.65,0.0,3.919,0.375755819569207,0.5792575070756338,0.4945652173913043,0.6857711254262978
FL0144,Flexi Cap,2058.7,12.46,11.93,11.52,0.282,0.359,17.8,25.92,13.71,1.35,0.0,2.287,0.3564747568718957,0.5699100758513198,0.592391304347826,0.84037514209928
FL0145,Flexi Cap,1271.0,8.82,14.56,14.61,0.384,0.48,21.12,31.51,15.14,1.57,0.0,4.83,0.4708182220256523,0.42103285676592817,0.5206521739130434,0.5994694960212201
FL0146,Flexi Cap,1778.8,6.16,7.9,7.08,0.033,0.04,17.68,33.73,11.04,0.97,1.0,3.717,0.16662609871534823,0.5275922097432263,0.4663043478260869,0.7049071618037135
FL0147,Flexi Cap,802.4,13.5,13.96,14.25,0.541,0.73,14.32,26.6,11.38,1.52,0.5,8.932,0.5021798919204705,0.6716207273846737,0.41195652173913044,0.21087533156498672
FL0149,Flexi Cap,945.4,8.39,13.15,12.49,0.425,0.759,14.11,21.76,9.2,1.73,0.5,7.309,0.44118185931359843,0.7497022180714242,0.34347826086956523,0.364626752557787
FL0150,Flexi Cap,1468.6,13.42,15.58,17.15,0.646,0.807,16.49,32.67,13.33,0.62,0.5,5.306,0.6066764273767583,0.5386296668053971,0.7054347826086956,0.5543766578249336
FL0152,Flexi Cap,843.5,5.3,12.38,12.79,0.488,0.591,12.9,24.26,8.27,1.49,0.5,5.473,0.43921294107479647,0.7642771267979609,0.4217391304347826,0.538556271314892
FL0153,Flexi Cap,5901.3,6.93,8.19,8.28,0.11,0.159,16.15,25.15,10.41,0.27,0.5,7.784,0.22232111719460923,0.6547536527970141,0.8195652173913044,0.31962864721485407
FL0154,Flexi Cap,3467.1,10.6,14.4,12.62,0.358,0.455,17.1,33.24,13.34,1.37,0.5,6.429,0.40673733014076774,0.5187415859838331,0.4608695652173913,0.44799166350890485
FL0155,Flexi Cap,5216.5,5.67,11.14,10.9,0.404,0.663,10.89,18.24,9.08,1.57,0.0,3.468,0.3821124820164,0.8604923365793409,0.5206521739130434,0.7284956422887456
FL0156,Flexi Cap,5530.0,11.2,12.26,11.77,0.302,0.412,17.49,25.18,13.63,1.0,0.5,8.82,0.3713974591651542,0.5853185757759419,0.5815217391304348,0.2214854111405835
FL0157,Flexi Cap,3048.8,8.82,15.44,13.91,0.547,0.833,13.54,22.23,11.41,1.05,0.0,5.056,0.5033793408470466,0.7322640628394126,0.6902173913043478,0.5780598711633194
FL0158,Flexi Cap,1297.9,7.68,18.25,18.18,0.589,0.808,19.84,42.15,15.42,0.82,0.5,5.267,0.631340623363683,0.3431088907639541,0.6402173913043478,0.5580712391057219
FL0159,Flexi Cap,889.7,6.65,13.89,13.56,0.473,0.628,14.94,25.84,12.54,1.02,0.5,0.602,0.46424194360139703,0.6509774116763346,0.575,1.0
FL0160,Flexi Cap,4510.3,13.06,15.66,15.08,0.679,1.038,12.63,26.42,11.28,1.03,0.5,6.652,0.5727387434102498,0.7138483882482765,0.5717391304347825,0.42686623721106476
FL0161,Flexi Cap,1889.7,8.36,9.67,9.08,0.159,0.259,16.23,29.32,11.64,0.96,1.0,5.98,0.2613431143782377,0.5974756052702034,0.4695652173913043,0.4905267146646457
FL0162,Flexi Cap,14455.3,12.12,14.74,14.13,0.576,0.89,13.25,24.03,8.55,0.94,0.0,5.74,0.518756932900202,0.7550941273304714,0.7260869565217392,0.5132625994694959
FL0163,Flexi Cap,1379.9,8.84,13.82,12.88,0.322,0.43,19.81,27.81,12.69,1.11,1.0,5.359,0.40812690956600434,0.5166856345528164,0.42065217391304344,0.5493558165971959
FL0164,Flexi Cap,9155.8,5.01,17.69,17.36,0.678,0.901,16.0,30.56,12.47,1.1,1.0,4.745,0.6258864199037146,0.5808644921958401,0.42391304347826086,0.6075217885562714
FL0165,Flexi Cap,1602.6,8.85,12.38,11.11,0.296,0.384,15.54,23.1,11.88,1.86,0.5,5.078,0.34838129807276813,0.6716965439946511,0.3010869565217391,0.5759757483895415
FL0166,Flexi Cap,5292.4,9.58,13.28,15.96,0.532,0.905,17.78,31.69,11.65,1.06,0.5,6.756,0.5698528267931492,0.5380814002222747,0.5619565217391304,0.4170140204622963
FL0167,Flexi Cap,7206.7,9.04,17.18,14.99,0.653,0.821,12.99,20.88,11.23,1.32,0.0,6.689,0.5450012455072774,0.7604147605582976,0.6021739130434782,0.4233611216369837
FL0168,Flexi Cap,897.4,12.98,13.72,12.52,0.496,0.656,12.13,20.79,10.76,1.0,1.0,5.055,0.4387661852399762,0.7868330002272818,0.4565217391304348,0.578154604016673
FL0169,Flexi Cap,1269.4,14.02,10.67,9.57,0.178,0.318,17.23,31.52,11.64,0.99,0.5,7.586,0.2838754086026425,0.5526510861285217,0.5847826086956521,0.3383857521788556
FL0170,Flexi Cap,892.0,12.65,21.65,23.6,1.347,2.07,12.7,17.93,8.41,0.6,0.0,5.374,1.0,0.8293675795898805,0.8369565217391304,0.5479348237968928
FL0171,Flexi Cap,795.8,10.41,10.76,8.68,0.172,0.249,12.7,20.67,8.44,0.65,0.5,4.608,0.24983005180293533,0.8021357945984127,0.6956521739130435,0.6205001894657067
FL0172,Flexi Cap,3034.2,9.96,13.81,13.82,0.395,0.601,18.51,40.57,13.26,0.78,0.0,6.338,0.4610907593527429,0.4150087515497849,0.7782608695652173,0.45661235316407733
FL0173,Flexi Cap,1556.7,11.09,15.04,14.84,0.474,0.811,17.58,25.41,15.04,1.26,0.5,3.459,0.5210631040074831,0.5643332995663062,0.49673913043478257,0.7293482379689276
FL0174,Flexi Cap,1872.4,7.17,14.8,14.7,0.67,1.095,12.24,20.26,9.53,1.58,0.5,5.898,0.5664607766881706,0.8039884474131369,0.392391304347826,0.49829480863963627
FL0175,Flexi Cap,2774.6,12.93,13.43,14.41,0.56,1.004,14.14,23.44,8.77,0.57,0.0,2.855,0.5371463140610147,0.7375988297067191,0.8467391304347827,0.7865668813944675
FL0176,Flexi Cap,581.9,13.43,13.45,14.4,0.595,1.029,13.29,22.64,9.86,1.01,1.0,3.713,0.5430426980229478,0.7523422378118114,0.4532608695652174,0.7052860932171277
FL0177,Flexi Cap,5075.8,6.94,13.3,12.25,0.27,0.428,21.33,41.55,13.38,0.72,0.5,2.573,0.3839334644928752,0.33843207298553657,0.6728260869565217,0.8132815460401667
FL0178,Flexi Cap,1395.6,13.93,10.65,10.39,0.208,0.261,18.72,29.92,13.51,1.11,0.5,5.682,0.30532548409563465,0.5116479921751235,0.5456521739130434,0.5187571049640014
FL0179,Flexi Cap,2722.1,13.34,20.45,17.71,0.761,1.075,14.74,26.06,10.63,1.58,0.5,8.576,0.6627534353124189,0.6760049734143764,0.392391304347826,0.244600227358848
FL0180,Flexi Cap,2922.4,8.67,13.34,12.96,0.364,0.538,17.73,33.97,14.09,1.04,1.0,5.708,0.4259713177466994,0.48808755898092504,0.4434782608695651,0.5162940507768095
FL0181,Flexi Cap,5451.0,14.0,15.79,14.34,0.657,0.877,11.93,19.78,9.13,1.18,0.5,6.613,0.531981373311575,0.8206223101167052,0.5228260869565218,0.4305608184918529
FL0182,Flexi Cap,1664.9,5.32,13.0,12.27,0.413,0.579,13.98,30.19,12.06,1.71,1.0,9.853,0.41486515477334307,0.6362842139517102,0.2250000000000001,0.12362637362637363
FL0184,Flexi Cap,1879.1,7.83,12.63,12.62,0.353,0.572,17.36,25.96,14.44,0.93,1.0,4.511,0.4182956376743075,0.5711314025754444,0.4793478260869565,0.6296892762410004
FL0185,Flexi Cap,2097.0,10.22,9.35,6.81,0.02,0.032,15.71,26.31,9.53,1.26,0.5,4.627,0.15647862048630704,0.6639854825834293,0.49673913043478257,0.6187002652519894
FL0186,Flexi Cap,891.3,7.87,13.52,13.2,0.4,0.548,16.74,26.23,11.57,0.91,0.5,5.841,0.43781207582851644,0.6167583237840016,0.6108695652173912,0.5036945812807881
FL0187,Flexi Cap,2012.9,14.36,12.78,10.81,0.265,0.385,16.24,25.16,14.03,1.35,0.0,4.66,0.33641832776667835,0.6098497521710655,0.592391304347826,0.6155740810913224
FL0188,Flexi Cap,1383.9,6.8,17.51,16.0,0.612,0.919,15.51,27.8,12.52,1.38,1.0,4.736,0.5807358151972223,0.6187379755356728,0.3326086956521739,0.6083743842364533
FL0189,Flexi Cap,748.0,7.09,10.41,11.3,0.317,0.443,15.11,27.97,9.85,0.72,1.0,7.482,0.3622529955720945,0.6578723200787298,0.5478260869565217,0.34823796892762404
FL0190,Flexi Cap,3045.1,10.98,12.27,12.47,0.406,0.483,14.72,25.62,11.0,1.26,0.5,7.525,0.410146969858724,0.6764202112342776,0.49673913043478257,0.34416445623342173
FL0192,Flexi Cap,1340.5,12.0,18.33,19.7,0.766,1.085,17.23,27.97,15.19,1.39,0.5,4.406,0.7231191569186658,0.5455866110170754,0.45434782608695656,0.6396362258431224
FL0193,Flexi Cap,1289.2,8.15,11.39,9.96,0.209,0.301,16.6,36.4,13.12,1.49,0.5,4.992,0.29684729064039417,0.5019615991692354,0.4217391304347826,0.5841227737779462
FL0194,Flexi Cap,4860.3,14.76,15.69,16.99,0.841,1.1,12.46,26.66,7.57,1.37,0.5,6.575,0.6523085604477725,0.7592213856490216,0.4608695652173913,0.43416066691928756
FL0195,Flexi Cap,1745.8,11.61,16.91,14.65,0.627,0.815,13.0,18.99,9.75,1.09,0.5,7.598,0.5316496108425222,0.7961852475917045,0.5521739130434782,0.3372489579386131
FL0197,Flexi Cap,1308.9,5.02,9.87,8.78,0.112,0.183,20.42,36.04,12.54,0.89,0.0,5.295,0.23978262085233368,0.42354532480682416,0.7423913043478261,0.5554187192118227
FL0199,Flexi Cap,5352.3,14.48,16.58,16.82,0.699,0.881,14.76,27.72,12.3,0.1,0.0,6.741,0.6100290279451163,0.6395514503450606,1.0,0.41843501326259946
FL0200,Flexi Cap,2987.3,11.52,10.22,10.85,0.261,0.393,16.67,35.2,10.18,1.18,0.5,4.606,0.338013390474157,0.5467960989886891,0.5228260869565218,0.6206896551724138
FL0201,Flexi Cap,3083.3,8.7,15.18,15.77,0.737,0.872,12.59,18.3,10.51,0.91,0.0,5.253,0.5819873212442871,0.8035161524048191,0.7358695652173912,0.5593974990526714
FL0202,Flexi Cap,2888.5,6.21,14.34,14.1,0.381,0.578,19.93,33.47,16.18,1.34,0.0,5.347,0.465548251968664,0.41719513690308885,0.5956521739130435,0.5504926108374384
FL0203,Flexi Cap,733.1,13.61,15.13,14.79,0.501,0.716,16.56,36.24,13.67,0.51,0.0,1.106,0.5125677276355187,0.49797118244558436,0.866304347826087,0.9522546419098143
FL0204,Flexi Cap,981.8,6.22,15.41,15.55,0.647,0.934,13.99,21.63,9.42,0.97,0.5,5.841,0.572595281306715,0.7511708282785282,0.5913043478260869,0.5036945812807881
FL0205,Flexi Cap,1547.3,11.77,11.2,11.06,0.294,0.433,15.5,23.28,11.13,1.36,0.5,5.412,0.3517538267575633,0.679710158515626,0.4641304347826086,0.5443349753694582
FL0206,Flexi Cap,1080.5,12.4,11.07,11.22,0.328,0.408,14.42,28.6,9.17,0.84,0.5,7.942,0.35741168336663165,0.6757542093038587,0.633695652173913,0.3046608563849943
FL0207,Flexi Cap,875.4,7.24,16.14,15.89,0.471,0.79,19.94,40.31,13.39,1.34,0.5,6.105,0.5496208065803454,0.38278664031280696,0.4706521739130435,0.4786851079954527
FL0208,Flexi Cap,578.2,9.55,12.11,12.62,0.398,0.552,15.39,29.83,10.63,1.01,0.5,3.473,0.4208756170344726,0.6239150000978437,0.5782608695652174,0.728021978021978
FL0209,Flexi Cap,746.5,6.45,5.75,3.3,-0.195,-0.264,16.47,33.28,11.46,1.19,0.0,5.353,0.0,0.5551756951989983,0.6445652173913043,0.5499242137173173
FL0210,Flexi Cap,1490.8,8.17,15.95,15.29,0.496,0.616,17.72,34.64,11.56,1.41,0.0,2.154,0.5165101394459779,0.5116001949550448,0.5728260869565218,0.8529746115953012
FL0211,Flexi Cap,1709.1,14.62,10.89,8.73,0.162,0.221,13.78,20.79,9.05,1.53,0.5,3.423,0.24738631568779962,0.7686577186504515,0.408695652173913,0.7327586206896551
FL0212,Flexi Cap,1034.7,11.62,15.4,15.23,0.527,0.629,16.58,31.28,14.43,1.23,0.5,6.97,0.5192775041050903,0.5371934633102871,0.5065217391304349,0.39674118984463813
FL0213,Flexi Cap,1910.4,13.31,18.18,19.65,0.782,0.963,16.82,34.01,14.05,0.92,0.5,5.401,0.7107022119192504,0.5093190182046229,0.6076086956521739,0.5453770367563471
FL0214,Flexi Cap,1315.1,9.95,14.05,12.98,0.572,0.873,11.34,23.72,7.97,1.04,0.5,7.068,0.48259960245441186,0.8093743655871166,0.5684782608695651,0.3874573702159909
FL0215,Flexi Cap,4302.7,6.63,16.99,16.64,0.605,0.749,16.76,26.76,14.82,1.42,1.0,2.3,0.5813858174848887,0.5727463741236833,0.3195652173913044,0.8391436150056839
FL0216,Flexi Cap,1596.9,11.84,14.46,14.87,0.528,0.63,15.86,23.82,10.65,0.84,0.0,5.333,0.5088435083652336,0.6717090215329503,0.758695652173913,0.5518188707843881
FL0217,Flexi Cap,3107.1,9.51,18.76,15.78,0.566,0.903,16.39,33.19,11.83,1.14,0.5,4.955,0.5678350033298256,0.5535522651539475,0.5358695652173914,0.5876278893520273
FL0218,Flexi Cap,2101.0,5.95,10.81,9.69,0.198,0.27,16.11,25.86,13.6,1.06,0.0,7.509,0.2845326297488142,0.6110786007703748,0.6869565217391304,0.3456801818870784
FL0219,Flexi Cap,724.7,8.54,13.98,13.91,0.442,0.696,16.78,23.92,12.3,1.16,0.5,7.053,0.47840514064064826,0.6298747557595807,0.5293478260869566,0.3888783630162941
LA0001,Large Cap,888.3,10.11,9.04,8.74,0.179,0.217,12.54,19.32,9.65,0.96,1.0,5.596,0.3119586352648034,0.5546708650363406,0.4242424242424242,0.5057225994180408
LA0002,Large Cap,3247.2,10.97,13.48,12.51,0.433,0.55,13.88,24.14,12.42,1.62,0.5,6.477,0.5313108505182971,0.4191454232300408,0.2992424242424242,0.4202715809893307
LA0003,Large Cap,3797.2,5.16,9.9,11.62,0.348,0.506,14.7,27.07,11.5,1.28,0.0,6.59,0.480682862770847,0.3780384186494451,0.5530303030303031,0.40931134820562565
LA0004,Large Cap,559.1,5.54,13.69,12.98,0.564,0.982,11.48,20.67,8.35,0.64,0.0,6.504,0.6177605721817996,0.5900585442558177,0.7954545454545454,0.41765276430649867
LA0005,Large Cap,764.6,8.61,12.17,13.67,0.454,0.818,15.81,30.81,11.24,1.33,0.5,5.093,0.611881923131392,0.30924109113473974,0.40909090909090906,0.5545101842870999
LA0006,Large Cap,1982.9,14.63,7.92,6.1,-0.028,-0.041,14.16,27.21,10.27,0.83,0.0,9.451,0.15184478518919056,0.41121436529810784,0.7234848484848485,0.13181377303588748
LA0007,Large Cap,1428.5,10.56,14.82,15.03,0.92,1.317,9.27,20.34,5.89,0.9,0.5,5.664,0.7819008090129329,0.6949622179233741,0.5719696969696969,0.4991270611057227
LA0008,Large Cap,1777.5,14.26,10.99,10.87,0.48,0.714,9.1,20.02,7.63,1.21,0.0,1.876,0.49216155698099223,0.6756251024048672,0.5795454545454546,0.866537342386033
LA0009,Large Cap,996.1,12.85,11.17,9.62,0.224,0.31,13.97,25.33,11.89,0.93,0.5,3.813,0.36327863657205894,0.4117646233508887,0.5606060606060606,0.6786614936954414
LA0010,Large Cap,3609.9,9.14,9.83,9.54,0.226,0.316,13.45,19.85,9.22,1.41,0.5,2.443,0.36109227144567607,0.5300336884480723,0.3787878787878789,0.8115421920465568
LA0011,Large Cap,3320.7,12.63,10.86,11.82,0.387,0.483,13.74,27.24,9.5,0.83,0.5,5.631,0.49049266698951915,0.4349285820810911,0.5984848484848485,0.5023278370514064
LA0013,Large Cap,4437.0,5.2,12.03,9.5,0.206,0.333,14.56,24.1,8.84,0.87,0.0,4.822,0.35915444333195673,0.4574518889049558,0.7083333333333333,0.5807953443258972
LA0014,Large Cap,2584.7,13.12,13.32,12.8,0.385,0.489,16.37,28.96,12.38,0.9,0.5,9.429,0.529583332095402,0.2960262367310985,0.5719696969696969,0.13394762366634339
LA0015,Large Cap,992.2,12.76,13.4,11.82,0.474,0.59,11.22,19.52,8.29,1.48,0.5,6.386,0.5139014151041497,0.6111554844507765,0.3522727272727273,0.4290979631425801
LA0016,Large Cap,2390.4,6.56,15.8,14.89,0.758,0.893,11.07,15.95,8.93,1.32,0.5,6.693,0.7056764799965141,0.6450424515888808,0.41287878787878785,0.3993210475266732
LA0017,Large Cap,932.8,9.84,11.64,11.05,0.403,0.497,11.27,21.83,7.31,1.7,0.0,3.725,0.4637777110945393,0.5995541973710192,0.3939393939393939,0.6871968962172648
LA0018,Large Cap,3607.1,10.67,8.81,6.26,-0.016,-0.02,14.72,24.77,11.79,1.89,0.0,3.879,0.16213003429565168,0.3985402911375455,0.321969696969697,0.6722599418040738
LA0019,Large Cap,1734.1,13.55,15.17,12.73,0.364,0.565,17.11,34.74,12.2,0.74,0.5,5.935,0.5334621178134369,0.2135741761088712,0.6325757575757576,0.47284190106692536
LA0020,Large Cap,1570.1,10.63,11.67,11.75,0.406,0.606,12.92,26.69,10.15,1.12,0.5,5.845,0.5048691902641151,0.453760556495688,0.48863636363636365,0.48157129000969934
LA0021,Large Cap,1112.7,8.54,15.29,14.16,0.989,1.569,7.75,15.93,4.74,0.69,0.5,1.778,0.7863593823811661,0.8051908307082831,0.6515151515151516,0.8760426770126091
LA0022,Large Cap,4807.5,8.12,13.46,9.88,0.347,0.474,9.74,16.88,7.19,0.83,1.0,4.955,0.40815204570640823,0.6997041912315387,0.4734848484848485,0.5678952473326867
LA0023,Large Cap,1605.2,8.68,12.17,12.61,0.513,0.617,11.92,19.75,9.02,0.88,0.5,5.479,0.5529879999881158,0.5773098237633352,0.5795454545454546,0.517070805043647
LA0024,Large Cap,1320.2,11.17,13.37,13.2,0.531,0.813,12.61,25.2,8.37,0.73,0.5,5.121,0.6020536192657779,0.5074245905633682,0.6363636363636364,0.5517943743937924
LA0025,Large Cap,1392.6,13.54,17.38,16.02,0.734,1.023,12.98,26.49,8.33,0.73,0.5,4.074,0.7629842267731881,0.4832658542194356,0.6363636363636364,0.6533462657613968
LA0026,Large Cap,2721.9,8.99,17.69,15.61,0.646,1.012,14.1,25.28,9.25,1.05,0.0,4.657,0.7348861944899177,0.45067592494342845,0.6401515151515151,0.5967992240543163
LA0027,Large Cap,2384.2,6.73,12.67,13.18,0.505,0.84,13.22,27.95,9.3,0.67,0.5,5.239,0.6013863643341066,0.444790868678543,0.6590909090909091,0.540349175557711
LA0028,Large Cap,2474.8,6.6,12.9,12.82,0.38,0.625,16.62,25.19,10.46,1.39,0.5,5.993,0.5461781888370278,0.3616420050298832,0.38636363636363646,0.4672162948593599
LA0029,Large Cap,2510.5,12.21,15.19,17.55,0.898,1.582,12.31,25.89,10.88,0.78,0.5,6.573,0.9104998172813245,0.4682118511690695,0.6174242424242424,0.4109602327837051
LA0030,Large Cap,10608.3,12.98,10.39,10.39,0.328,0.393,11.84,17.49,8.55,2.08,0.0,7.393,0.41617760453340386,0.6122663972565954,0.25,0.3314258001939865
LA0031,Large Cap,1340.5,5.16,13.33,13.3,0.447,0.667,15.2,23.14,12.81,0.94,1.0,5.186,0.5782405726571653,0.3870257952701579,0.4318181818181819,0.5454898157129001
LA0033,Large Cap,1021.1,10.54,13.28,13.76,0.485,0.643,14.97,21.77,9.35,0.65,0.0,6.486,0.5980519911383918,0.46383323567047163,0.7916666666666666,0.4193986420950534
LA0034,Large Cap,2911.3,5.61,10.42,10.67,0.292,0.481,14.26,20.56,11.34,1.7,0.5,6.74,0.43348297448177714,0.46562313888309015,0.2689393939393939,0.3947623666343356
LA0035,Large Cap,4443.5,13.07,8.53,9.53,0.222,0.369,13.63,19.09,11.74,1.49,1.0,4.809,0.36661083100849806,0.4933668917638452,0.2234848484848485,0.5820562560620757
LA0036,Large Cap,1653.8,7.41,7.32,6.19,-0.017,-0.022,17.97,31.43,14.2,1.2,0.5,7.36,0.15901032830931253,0.19454882281288122,0.45833333333333337,0.3346265761396702
LA0037,Large Cap,1004.2,5.58,9.71,8.68,0.176,0.279,12.44,25.13,9.07,0.63,1.0,7.259,0.31671403487401323,0.5018437413887424,0.5492424242424243,0.34442289039767215
LA0038,Large Cap,1014.2,14.13,11.35,10.28,0.197,0.239,19.15,27.34,13.97,1.17,0.5,8.357,0.3774549120623045,0.2107241441369544,0.4696969696969697,0.2379243452958294
LA0039,Large Cap,2993.9,5.82,11.77,12.22,0.425,0.719,13.44,25.82,8.21,0.71,1.0,8.776,0.5393128787451138,0.47973387757657704,0.5189393939393939,0.19728419010669263
LA0040,Large Cap,3228.2,7.13,17.34,18.64,1.123,1.491,10.81,22.25,8.22,1.61,1.0,3.805,0.9696103090966172,0.5933076324114446,0.17803030303030298,0.6794374393792435
LA0041,Large Cap,2745.6,5.69,15.26,14.21,0.544,0.685,14.17,21.75,12.73,1.38,0.0,5.659,0.6279671878853061,0.4327495927648991,0.5151515151515151,0.49961202715809894
LA0042,Large Cap,1124.1,5.27,10.09,9.09,0.229,0.368,11.31,17.16,10.04,1.13,0.5,5.425,0.35000060411052647,0.6071310087733198,0.48484848484848486,0.5223084384093114
LA0045,Large Cap,2126.3,5.92,11.79,12.43,0.385,0.612,15.39,28.18,10.63,1.34,0.5,3.057,0.5298484672923667,0.360106533780166,0.4053030303030303,0.751988360814743
LA0047,Large Cap,2134.4,10.5,14.05,12.56,0.368,0.541,16.47,24.28,10.1,1.49,0.0,4.434,0.5243515368670828,0.38174290143680956,0.4734848484848485,0.6184287099903008
LA0048,Large Cap,3063.5,11.49,11.65,10.21,0.22,0.351,16.89,28.98,14.88,0.54,0.5,6.006,0.3909867897863727,0.24141896225714254,0.7083333333333333,0.4659553831231814
LA0049,Large Cap,1894.1,8.33,15.16,11.88,0.306,0.39,17.59,35.01,14.97,1.21,1.0,4.478,0.47186094762163666,0.1530034858392273,0.3295454545454546,0.614161008729389
LA0050,Large Cap,2245.8,7.5,9.65,7.99,0.097,0.124,15.32,24.61,9.73,1.46,0.5,3.746,0.26129554968611013,0.41624909431435353,0.35984848484848486,0.6851600387972843
LA0051,Large Cap,2947.5,9.55,12.52,10.92,0.254,0.382,17.41,34.85,10.76,0.52,0.5,6.314,0.4268010366932772,0.22683083415203764,0.7159090909090908,0.4360814742967992
LA0052,Large Cap,704.1,13.63,18.99,18.25,1.264,1.579,9.3,16.77,7.91,1.1,1.0,5.515,0.9818778726198293,0.7018359647134051,0.3712121212121212,0.5135790494665373
LA0053,Large Cap,1425.0,13.36,13.06,13.89,0.56,0.912,13.21,26.41,8.54,1.2,0.5,6.599,0.6446817575456871,0.4743570332250895,0.45833333333333337,0.4084384093113482
